id_str,name,screen_name,location,description,protected,followers_count,friends_count,listed_count,created_at,favourites_count,time_zone,verified,statuses_count,lang,contributors_enabled,profile_image_url
467393525,joy’s fan acc,Aizzaaattttt,Not Available,no room for racism 🇵🇸,True,373,357,0,Wed Jan 18 12:27:17 +0000 2012,51910,Not Available,False,60747,Not Available,False,http://pbs.twimg.com/profile_images/1378739049590972416/tGJWr_an_normal.jpg
1506197270483521539,Vincent,Vincent63312644,Malaysia,Global business entrepreneur. Fintech industry leader. Directors and advisors for Companies.,False,1,10,0,Tue Mar 22 09:13:58 +0000 2022,0,Not Available,False,15,Not Available,False,http://pbs.twimg.com/profile_images/1506202375853248519/JF9gRuaV_normal.jpg
844517157685751808,Prof_Faris,ProfFaris46,"Pinang, Malaysia","~Ragnarök is Coming
~HalaMadrid!!",False,35,184,0,Wed Mar 22 11:52:35 +0000 2017,20083,Not Available,False,2000,Not Available,False,http://pbs.twimg.com/profile_images/1476605874625925121/_wEvP3lJ_normal.jpg
772755823483244544,adriana (taylor’s version),httpadri4na,Not Available,"modern family, b99, schitts creek, new girl enthusiast.",True,60,468,0,Mon Sep 05 11:18:40 +0000 2016,7505,Not Available,False,14807,Not Available,False,http://pbs.twimg.com/profile_images/1501615303800745991/_2_7iJ6f_normal.jpg
1309452210909007875,ًqilla ✰ very ia,dokyeomdude,🇲🇾 ,#DOKYEOM : this girl loves seoksoonhoon so much —✰ SHE20HER —♡ was @dokyeomsexy,False,539,526,7,Fri Sep 25 11:18:45 +0000 2020,7309,Not Available,False,5770,Not Available,False,http://pbs.twimg.com/profile_images/1344440309707509760/EChqyRaS_normal.jpg
2744263159,jieha_,jieha_yuki,Not Available,Not Available,True,69,175,0,Tue Aug 19 07:23:29 +0000 2014,1936,Not Available,False,1003,Not Available,False,http://pbs.twimg.com/profile_images/1261643469291786240/UL31taQW_normal.jpg
796585736560525312,qil🐍,aqxxil,Not Available,Add a bio to your profile,False,33,114,0,Thu Nov 10 05:30:14 +0000 2016,779,Not Available,False,627,Not Available,False,http://pbs.twimg.com/profile_images/1285624440366063616/Y5Im8xDY_normal.jpg
715843826,lisaracha🙃🤍🐈‍⬛ #LoveSKZ,felixismylovee,Stay st.,she/her || 🇲🇾 || Part time GOM✨ and a full time STAY💗||#felixismyloveeeupdate #felixismyloveee_feedback,False,1464,679,4,Wed Jul 25 10:18:46 +0000 2012,10218,Not Available,False,11259,Not Available,False,http://pbs.twimg.com/profile_images/1510711575778570240/kS4-Bojg_normal.jpg
1511484387623596035,yun🌸 | lets be moots!!,yunhannie,she/her | 🇲🇾,04's | multistan💙💜🤍,False,19,66,0,Tue Apr 05 23:25:01 +0000 2022,71,Not Available,False,8,Not Available,False,http://pbs.twimg.com/profile_images/1511490030342389762/SmTIiLtA_normal.jpg
2412107420,Bropunzel 🏴,BelteshazzarD_,Not Available,"Do you know what its like, to feel so in the dark?
To dream about a life, where you're the shining star",False,204,104,0,Wed Mar 26 05:37:32 +0000 2014,117238,Not Available,False,37802,Not Available,False,http://pbs.twimg.com/profile_images/1367128078833438722/ESSKgudk_normal.jpg
3245506435,.,Anto_Szn,Not Available,🇲🇾,False,26,297,0,Sun Jun 14 21:59:58 +0000 2015,7270,Not Available,False,4010,Not Available,False,http://pbs.twimg.com/profile_images/1508048683275030530/PyDwg4dk_normal.jpg
